Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Apr - Jun 2023,% of respondents who experiencing difficulties in accessing healthcare in the host country when needed,9,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Apr - Jun 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Prefer online"" as one of the main reasons",81,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Apr - Jun 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Not planning to stay in this country"" as one of the main reasons",6,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Apr - Jun 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Language barriers"" as one of the main reasons",4,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Apr - Jun 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Fees associated with care/medication/transportation"" as one of the difficulties",62,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Apr - Jun 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Long wait for appointments relevant to medical need"" as one of the difficulties",24,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Apr - Jun 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Medical facility/Health Provider refused to provide services"" as one of the difficulties",17,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Apr - Jun 2023,"% of respondents who indicated ""Asked to leave"" as one of the main reasons for having to leave accommodation within 3 months",7,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Apr - Jun 2023,"% of respondents who indicated ""Renting another"" as one of the main reasons for having to leave accommodation within 3 months",7,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Apr - Jun 2023,"% of respondents who indicated ""Financial Aid"" as one of their main information needs",64,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Apr - Jun 2023,"% of respondents who indicated ""Healthcare"" as one of their main information needs",29,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Apr - Jun 2023,% of respondents who have faced issues returning to their host countries after visiting Ukraine,1,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
